Bsku,c_Desc,unit,buyer
65003,MILANI LIP FE SUNSET  #MLS-03A,.84,JODI SULLIVAN
65004,MILANI LIP BLUE HAWAII #MLS-03,.84,JODI SULLIVAN
65005,MILANI LIP MLT MOCHA  #MLS-09A,.84,JODI SULLIVAN
65006,MILANI LIP MAGENTA MAD #MLS-04,.84,JODI SULLIVAN
65007,MILANI LIP STH BEACH  #MLS-10A,.84,JODI SULLIVAN
65008,MILANI LIP FUCHSIA FRZ #MLS-05,.84,JODI SULLIVAN
65009,MILANI LIP ROSE FTSH  #MLS-17A,.84,JODI SULLIVAN
65010,MILANI LIP SEXY ROSE   #MLS-06,.84,JODI SULLIVAN
65011,MILANI LIP CORAL CABAN#MLS-01A,.84,JODI SULLIVAN
65012,MILANI LIP ROSE HIP    #MLS-07,.84,JODI SULLIVAN
65013,MILANI LIP BERRY BLAST#MLS-12A,.84,JODI SULLIVAN
65014,MILANI LIP FROST PINK  #MLS-08,.84,JODI SULLIVAN
65015,MILANI LIP BLOSSOM    #MLS-13A,.84,JODI SULLIVAN
65016,MILANI LIP BUBL GRAPE  #MLS-09,.84,JODI SULLIVAN
65017,MILANI LIP SEDONA RED #MLS-21A,.84,JODI SULLIVAN
65018,MILANI LIP MOON BEAM   #MLS-10,.84,JODI SULLIVAN
65019,MILANI LIP PINK MOOD  #MLS-31A,.84,JODI SULLIVAN
65020,MILANI LIP BLACKCHERRY #MLS-11,.84,JODI SULLIVAN
65021,MILANI LIP ATTITUDE   #MLS-33A,.84,JODI SULLIVAN
65022,MILANI LIP TIKI-PINK  #MLS-12B,.84,JODI SULLIVAN
65023,MILANI LIP SCARLET    #MLS-34A,.84,JODI SULLIVAN
65024,MILANI LIP PLUM POTION #MLS-13,.84,JODI SULLIVAN
65025,MILANI LIP SENTIMENTAL#MLS-36A,.84,JODI SULLIVAN
65026,MILANI LIP M LUSCIOUS  #MLS-14,.84,JODI SULLIVAN
65027,MILANI LIP COCOA SUGAR#MLS-19A,.84,JODI SULLIVAN
65028,MILANI LIP ROYAL RUBY  #MLS-15,.84,JODI SULLIVAN
65029,MILANI LIP BING CHERRY#MLS-16A,.84,JODI SULLIVAN
65030,MILANI LIP VXEN VOILET #MLS-16,.84,JODI SULLIVAN
65032,MILANI LIP PURPLE FLIP #MLS-17,.84,JODI SULLIVAN
65034,MILANI LIP MAUVE       #MLS-18,.84,JODI SULLIVAN
65036,MILANI LIP MAUVE MANIA #MLS-19,.84,JODI SULLIVAN
65038,MILANI LIP CREAM COCOA #MLS-20,.84,JODI SULLIVAN
65040,MILANI LIP CORAL BORA #MLS-21B,.84,JODI SULLIVAN
65042,MILANI LIP SMR SIZZLE  #MLS-22,.84,JODI SULLIVAN
65044,MILANI LIP MANGO MAMBO #MLS-23,.84,JODI SULLIVAN
65046,MILANI LIP ORANGE GINA #MLS-24,.84,JODI SULLIVAN
65048,MILANI LIP BONFIRE     #MLS-25,.84,JODI SULLIVAN
65050,MILANI LIP COPPER      #MLS-26,.84,JODI SULLIVAN
65052,MILANI LIP BRONZE LEAF #MLS-27,.84,JODI SULLIVAN
65054,MILANI LIP STRIKE GOLD #MLS-28,.84,JODI SULLIVAN
65056,MILANI LIP CINNAMON    #MLS-29,.84,JODI SULLIVAN
65057,MILANI LIP BELOVED    #MLS-29A,.84,JODI SULLIVAN
65058,MILANI LIP MOCHA SWISS #MLS-30,.84,JODI SULLIVAN
65060,MILANI LIP VNTAGE WINE #MLS-31,.75,JODI SULLIVAN
65062,MILANI LIP BERRY RICH  #MLS-32,.84,JODI SULLIVAN
65064,MILANI LIP DEEP LOVE   #MLS-33,.84,JODI SULLIVAN
65066,MILANI LIP ROYAL BLUSH #MLS-34,.84,JODI SULLIVAN
65068,MILANI LIP MERRY RED   #MLS-35,.84,JODI SULLIVAN
65069,MILANI LIP TAHITI-T   #MLS-35A,.84,JODI SULLIVAN
65070,MILANI LIP TUSCAN RED  #MLS-36,.84,JODI SULLIVAN
65071,MILANI LIP MANADARINA  #MLS-42,.84,JODI SULLIVAN
65072,MILANI LIP COFFEE      #MLS-37,.84,JODI SULLIVAN
65073,MILANI LIP SUGAR RIM   #MLS-43,.84,JODI SULLIVAN
65074,MILANI LIP ESPRESSO    #MLS-38,.84,JODI SULLIVAN
65075,MILANI LIP RED DELICOUS#MLS-44,.84,JODI SULLIVAN
65076,MILANI LIP RASPBERRY   #MLS-39,.84,JODI SULLIVAN
65077,MILANI LIP MINKY PINKY #MLS-45,.84,JODI SULLIVAN
65078,MILANI LIP COCOA BUTTA #MLS-40,.84,JODI SULLIVAN
65079,MILANI LIP HOLLYWD CITY#MLS-41,.84,JODI SULLIVAN
65081,MILANI GLS TUBE LOVE   #MGT-16,.50,JODI SULLIVAN
65082,MILANI GLS TUBE HOLLYWD#MGT-17,.50,JODI SULLIVAN
65083,MILANI GLS TUBE HOTSUN #MGT-13,.50,JODI SULLIVAN
65084,MILANI GLS TUBE SMOOTH #MGT-14,.50,JODI SULLIVAN
65085,MILANI GLS TUBE SUGAR  #MGT-15,.50,JODI SULLIVAN
65086,MILANI GLS TUBE CLEAR  #MGT-01,.50,JODI SULLIVAN
65087,MILANI GLS TUBE GOLDEN #MGT-03,.50,JODI SULLIVAN
65088,MILANI GLS TUBE SHIMMER#MGT-06,.50,JODI SULLIVAN
65089,MILANI GLS TUBE FLAMING#MGT-07,.50,JODI SULLIVAN
65090,MILANI GLS TUBE PUNCH  #MGT-08,.50,JODI SULLIVAN
65091,MILANI GLS TUBE CHERRY #MGT-09,.50,JODI SULLIVAN
65092,MILANI GLS TUBE HOTKISS#MGT-10,.50,JODI SULLIVAN
65093,MILANI GLS TUBE SUMMER #MGT-11,.50,JODI SULLIVAN
65094,MILANI GLS TUBE BERMUDA#MGT-12,.50,JODI SULLIVAN
65095,MILANI FRENCH WHITE   #MFM-301,.94,JODI SULLIVAN
65096,MILANI FRENCH ANG PINK#MFM-302,.94,JODI SULLIVAN
65097,MILANI FRENCH PAR PINK#MFM-303,.75,JODI SULLIVAN
65098,MILANI FRENCH LINEN   #MFM-304,.75,JODI SULLIVAN
65099,MILANI NAIL HOT PINK  #MNL-116,.75,JODI SULLIVAN
65100,MILANI NAIL TRICK TREAT#MNL-01,.94,JODI SULLIVAN
65101,MILANI NAIL GOLD JEWELS#MNL-30,.75,JODI SULLIVAN
65102,MILANI NAIL SILVER SHN #MNL-02,.75,JODI SULLIVAN
65103,MILANI NAIL GOLDEN GOD #MNL-31,.75,JODI SULLIVAN
65104,MILANI NAIL BLUE BABY  #MNL-03,.75,JODI SULLIVAN
65105,MILANI NAIL METAL MANGO#MNL-33,.75,JODI SULLIVAN
65106,MILANI NAIL KEY LIME SH#MNL-04,.94,JODI SULLIVAN
65107,MILANI NAIL FOXY LADY  #MNL-34,.75,JODI SULLIVAN
65108,MILANI NAIL PURPLE MIRR#MNL-05,.75,JODI SULLIVAN
65109,MILANI NAIL MR. SANDMAN#MNL-36,.75,JODI SULLIVAN
65110,MILANI NAIL HOT ORCHID #MNL-06,.75,JODI SULLIVAN
65111,MILANI NAIL GET-IT GLTR#MNL-38,.75,JODI SULLIVAN
65112,MILANI NAIL PRETTY PORC#MNL-07,.75,JODI SULLIVAN
65113,MILANI NAIL TRT BAS CT#MNT-201,.75,JODI SULLIVAN
65114,MILANI NAIL PINK LADY  #MNL-08,.75,JODI SULLIVAN
65115,MILANI NAIL TRT STRNG #MNT-202,.75,JODI SULLIVAN
65116,MILANI NAIL LA VIE E RS#MNL-09,.75,JODI SULLIVAN
65117,MILANI NAIL TRT T COAT#MNT-203,.75,JODI SULLIVAN
65118,MILANI NAIL PYR PASSION#MNL-10,.75,JODI SULLIVAN
65119,MILANI NAIL SWEET PINK#MNL-05A,.75,JODI SULLIVAN
65120,MILANI NAIL HOTTST PINK#MNL-11,.75,JODI SULLIVAN
65121,MILANI NAIL TRES JOLIE#MNL-16A,.75,JODI SULLIVAN
65122,MILANI NAIL WINTER WINE#MNL-12,.75,JODI SULLIVAN
65123,MILANI NAIL MANTRA    #MNL-18A,.75,JODI SULLIVAN
65124,MILANI NAIL MAGENT METL#MNL-13,.94,JODI SULLIVAN
65125,MILANI NAIL PLAYFUL   #MNL-38A,.75,JODI SULLIVAN
65126,MILANI NAIL GO GIRL GRP#MNL-14,.75,JODI SULLIVAN
65127,MILANI NAIL JUST JUICY #MNL-51,.75,JODI SULLIVAN
65128,MILANI NAIL PRPLE RAIN #MNL-15,.75,JODI SULLIVAN
65129,MILANI NAIL SASSY BRASS#MNL-52,.75,JODI SULLIVAN
65130,MILANI NAIL LAVNDR TWKL#MNL-16,.75,JODI SULLIVAN
65131,MILANI NAIL TOEMATO RED#MNL-53,.75,JODI SULLIVAN
65132,MILANI NAIL PRPLE PASSN#MNL-17,.75,JODI SULLIVAN
65133,MILANI NAIL PINK POP   #MNL-66,.75,JODI SULLIVAN
65134,MILANI NAIL BLUE NILE  #MNL-18,.75,JODI SULLIVAN
65135,MILANI NAIL JUICY GLO  #MNL-67,.75,JODI SULLIVAN
65136,MILANI NAIL BREEZY     #MNL-19,.75,JODI SULLIVAN
65137,MILANI NAIL ELECTRIC   #MNL-68,.75,JODI SULLIVAN
65138,MILANI NAIL LIQ SILVER #MNL-20,.94,JODI SULLIVAN
65139,MILANI NAIL TIPTOE PINK#MNL-46,.75,JODI SULLIVAN
65140,MILANI NAIL JUST PEACHY#MNL-21,.75,JODI SULLIVAN
65141,MILANI NAIL RUBY JEWEL#MNL-23A,.75,JODI SULLIVAN
65142,MILANI NAIL FSTY FLAMES#MNL-22,.75,JODI SULLIVAN
65143,MILANI NAIL CHERRY PIE #MNL-47,.75,JODI SULLIVAN
65144,MILANI NAIL STRAWBERRY #MNL-23,.75,JODI SULLIVAN
65145,MILANI NAIL BLACKBERRY #MNL-49,.75,JODI SULLIVAN
65146,MILANI NAIL RED TO TANG#MNL-24,.75,JODI SULLIVAN
65147,MILANI NAIL COOL VIBE  #MNL-65,.75,JODI SULLIVAN
65148,MILANI NAIL RDY T WR RD#MNL-25,.75,JODI SULLIVAN
65149,MILANI NAIL SUNKISSED  #MNL-87,.75,JODI SULLIVAN
65150,MILANI NAIL RADINT RUBY#MNL-26,.75,JODI SULLIVAN
65151,MILANI NAIL GARNET GEM#MNL-27A,.75,JODI SULLIVAN
65152,MILANI NAIL BELLA BERRY#MNL-27,.75,JODI SULLIVAN
65153,MILANI NAIL RASPBERRY  #MNL-88,.75,JODI SULLIVAN
65154,MILANI NAIL BLCK CHERRY#MNL-28,.75,JODI SULLIVAN
65155,MILANI NAIL DISCO LIGHT#MNL-89,.75,JODI SULLIVAN
65156,MILANI NAIL GD MORN SUN#MNL-29,.75,JODI SULLIVAN
65157,MILANI NAIL LEMONGELLO#MNL-101,.94,JODI SULLIVAN
65158,MILANI NAIL BIJU BRONZE#MNL-32,.75,JODI SULLIVAN
65159,MILANI NAIL ORG BURST #MNL-117,.75,JODI SULLIVAN
65160,MILANI NAIL BRWN-LICOUS#MNL-35,.75,JODI SULLIVAN
65161,MILANI NAIL PINK LOUD #MNL-118,.75,JODI SULLIVAN
65162,MILANI NAIL BLACK MAGIC#MNL-37,.75,JODI SULLIVAN
65163,MILANI NAIL TOTAL COOL#MNL-119,.75,JODI SULLIVAN
65164,MILANI NAIL DREAMY CREM#MNL-39,.75,JODI SULLIVAN
65165,MILANI NAIL PEARL GLAZ#MNL-45A,.75,JODI SULLIVAN
65166,MILANI NAIL DIAM DAZZLE#MNL-40,.75,JODI SULLIVAN
65167,MILANI NAIL TROPICAL   #MNL-44,.75,JODI SULLIVAN
65168,MILANI NAIL CRYSTAL CLR#MNL-41,.75,JODI SULLIVAN
65169,MILANI NAIL GOLD LAME #MNL-103,.94,JODI SULLIVAN
65170,MILANI CRYS GLS RENDZVS#MCG-01,.64,JODI SULLIVAN
65171,MILANI CRYS GLS PEARLS#MCG-02A,.64,JODI SULLIVAN
65172,MILANI CRYS GLS FANTASY#MCG-14,.625,JODI SULLIVAN
65173,MILANI CRYS GLS HUSH   #MCG-16,.64,JODI SULLIVAN
65174,MILANI CRYS GLS ALLURE #MCG-03,.625,JODI SULLIVAN
65175,MILANI CRYS GLS KISSTEL#MCG-18,.64,JODI SULLIVAN
65176,MILANI CRYS GLS DESIRE #MCG-04,.64,JODI SULLIVAN
65178,MILANI CRYS GLS DREAMY #MGT-05,.625,JODI SULLIVAN
65179,MILANI CRYS GLS B LUV  #MCG-17,.64,JODI SULLIVAN
65180,MILANI CRYS GLS SEDUCTN#MCG-06,.64,JODI SULLIVAN
65181,MILANI CRYS GLS SUMMER#MCG-05A,.64,JODI SULLIVAN
65182,MILANI CRYS GLS MIDNITE#MCG-07,.64,JODI SULLIVAN
65184,MILANI CRYS GLS TABOO #MCG-08A,.64,JODI SULLIVAN
65185,MILANI LIPGLS EVENING  #MLG-24,.64,JODI SULLIVAN
65186,MILANI CRYS GLS SERDPTY#MCG-09,.625,JODI SULLIVAN
65188,MILANI CRYS GLS BRETHLS#MCG-10,.625,JODI SULLIVAN
65189,MILANI LIPGLS DRESS UP #MLG-23,.64,JODI SULLIVAN
65190,MILANI CRYS GLS TANTLZ#MCG-11A,.625,JODI SULLIVAN
65191,MILANI LIPGLS CHAMPAGN#MLG-19A,.625,JODI SULLIVAN
65192,MILANI CRYS GLS SECRET #MCG-12,.64,JODI SULLIVAN
65193,MILANI LIPGLS CORAL SH#MLG-15A,.625,JODI SULLIVAN
65194,MILANI CRYS GLS INOCNT#MCG-01A,.625,JODI SULLIVAN
65195,MILANI LIPGLS SWEET LP#MLG-04A,.625,JODI SULLIVAN
65196,MILANI CRYS GLS WHISPER#MCG-13,.625,JODI SULLIVAN
65197,*MILANI LUSCIOUS LIPGLOSS18pcs,.00,JODI SULLIVAN
65198,MILANI LIPGLS CRYSTALS #MLG-22,.64,JODI SULLIVAN
65199,MILANI LIPGLS AQUAMARIN#MLG-21,.625,JODI SULLIVAN
65200,MILANI LIPGLS VIOLETA  #MLG-01,.625,JODI SULLIVAN
65201,MILANI LIPGLS SHERBET  #MLG-14,.625,JODI SULLIVAN
65202,MILANI LIPGLS JEWELS  #MLG-01A,.625,JODI SULLIVAN
65203,MILANI LIPGLS OYSTER   #MLG-15,.625,JODI SULLIVAN
65204,MILANI LIPGLS TRES PINK#MLG-03,.64,JODI SULLIVAN
65205,MILANI LIPGLS OASIS    #MLG-16,.64,JODI SULLIVAN
65206,MILANI LIPGLS BERYN'LUV#MLG-04,.625,JODI SULLIVAN
65207,MILANI LIPGLS REDWOOD  #MLG-18,.64,JODI SULLIVAN
65208,MILANI LIPGLS BABYDOLL#MLG-18A,.625,JODI SULLIVAN
65209,MILANI LIPGLS AMETHYSTS#MLG-19,.64,JODI SULLIVAN
65210,MILANI LIPGLS PASSN PLM#MLG-06,.625,JODI SULLIVAN
65211,MILANI LIPGLS DIAMONDS #MLG-20,.625,JODI SULLIVAN
65212,MILANI LIPGLS MOULN ROG#MLG-07,.625,JODI SULLIVAN
65213,MILANI LIPGLS MIRAGE   #MLG-09,.625,JODI SULLIVAN
65214,MILANI LIPGLS PLATINUM #MLG-08,.625,JODI SULLIVAN
65215,MILANI LIPGLS SUGAR SGR#MLG-10,.625,JODI SULLIVAN
65216,MILANI LIPGLS CLEAR    #MLG-11,.64,JODI SULLIVAN
65217,MILANI LIPGLS HONEY DO #MLG-12,.625,JODI SULLIVAN
65218,MILANI LIPGLS JAMCN RUM#MLG-13,.64,JODI SULLIVAN
65219,MILANI LIPGLS EL DORADO#MLG-17,.64,JODI SULLIVAN
65220,MILANI PRS PWD RICH BGE#MPP-01,.50,JODI SULLIVAN
65221,MILANI PRS PWD GOLDEN  #MPP-09,.50,JODI SULLIVAN
65222,MILANI PRS PWD HON AMBR#MPP-02,.50,JODI SULLIVAN
65223,MILANI PRS PWD NAT BEIG#MPP-10,.50,JODI SULLIVAN
65224,MILANI PRS PWD PECAN   #MPP-03,.50,JODI SULLIVAN
65225,MILANI PRS PWD NUDE    #MPP-11,.50,JODI SULLIVAN
65226,MILANI PRS PWD GINGER  #MPP-04,.50,JODI SULLIVAN
65227,MILANI PRS PWD TRU BEIG#MPP-12,.50,JODI SULLIVAN
65228,MILANI PRS PWD EARTH GL#MPP-05,.50,JODI SULLIVAN
65230,MILANI PRS PWD MAHOGANY#MPP-06,.50,JODI SULLIVAN
65232,MILANI PRS PWD BUFF    #MPP-07,.50,JODI SULLIVAN
65234,MILANI PRS PWD BEIGE   #MPP-08,.50,JODI SULLIVAN
65236,MILANI MASCARA BLACK   #MMC-01,.625,JODI SULLIVAN
65237,MILANI MASCARA CLEAR   #MMC-02,.625,JODI SULLIVAN
65238,MILANI MASCARA HOT BLUE#MMC-03,.625,JODI SULLIVAN
65239,MILANI CRM-2-PWD BUFF  #MCP-09,1.05,JODI SULLIVAN
65240,MILANI CRM-2-PWD SAND  #MCP-01,1.05,JODI SULLIVAN
65241,MILANI CRM-2-PWD DESERT#MCP-01,.00,JODI SULLIVAN
65242,MILANI CRM-2-PWD ALMOND#MCP-02,1.05,JODI SULLIVAN
65243,MILANI CRM-2-PWD TUSCAN #MS-02,.00,JODI SULLIVAN
65244,MILANI CRM-2-PWD CA BRN#MCP-03,1.05,JODI SULLIVAN
65245,MILANI CRM-2-PWD NIGHTS #MS-03,.00,JODI SULLIVAN
65246,MILANI CRM-2-PWD C MOCA#MCP-04,1.05,JODI SULLIVAN
65247,MILANI CRM-2-PWD ROSES  #MS-04,.00,JODI SULLIVAN
65248,MILANI CRM-2-PWD WALNUT#MCP-05,1.05,JODI SULLIVAN
65249,MILANI CRM-2-PWD VENETIN#MS-05,.00,JODI SULLIVAN
65250,MILANI CRM-2-PWD ESPRSO#MCP-06,1.05,JODI SULLIVAN
65251,MILANI CRM-2-PWD MOROCON#MS-06,.00,JODI SULLIVAN
65252,MILANI CRM-2-PWD MD BGE#MCP-07,1.05,JODI SULLIVAN
65253,MILANI CRM2PWD SOFT BG  MCP-13,1.05,JODI SULLIVAN
65254,MILANI CRM-2-PWD NEUTRL#MCP-08,1.05,JODI SULLIVAN
65255,MILANI LIQ LINER BLACK #MLL-01,.625,JODI SULLIVAN
65256,MILANI LIQ LINER D BRWN#MLL-02,.625,JODI SULLIVAN
65257,MILANI LIQ LINER STRLNG#MLL-03,.625,JODI SULLIVAN
65258,MILANI LIQ LINER GOLD  #MLL-04,.625,JODI SULLIVAN
65259,MILANI CRM2PWD WARM BG  MCP-14,1.05,JODI SULLIVAN
65260,MILANI BROW PENCL BLACK#MEB-01,6.25,JODI SULLIVAN
65262,MILANI BROW PENCL BROWN#MEB-02,6.25,JODI SULLIVAN
65264,MILANI BROW PENCL TAUPE#MEB-03,6.25,JODI SULLIVAN
65267,MILANI LSE PWD TRANSLCNT#MFP-T,1.00,JODI SULLIVAN
65268,MILANI LSE PWD BRIGHTNER#MFP-B,1.00,JODI SULLIVAN
65269,MILANI LSE PWD SFT SND#MFP-01A,1.00,JODI SULLIVAN
65270,MILANI LSE PWD LIGHT   #MFP-01,1.00,JODI SULLIVAN
65272,MILANI LSE PWD MEDIUM  #MFP-02,1.00,JODI SULLIVAN
65274,MILANI LSE PWD BRONZE  #MFP-03,1.00,JODI SULLIVAN
65276,MILANI LSE PWD MED DRK #MFP-04,1.00,JODI SULLIVAN
65278,MILANI LSE PWD DARK    #MFP-05,1.00,JODI SULLIVAN
65280,MILANI LIP PEN TOPAZ   #MLP-01,3.83,JODI SULLIVAN
65282,MILANI LIP PEN D.VIOLET#MLP-02,3.83,JODI SULLIVAN
65284,MILANI LIP PEN SPN ROSE#MLP-03,3.83,JODI SULLIVAN
65286,MILANI LIP PEN SUNFIRE #MLP-04,3.83,JODI SULLIVAN
65288,MILANI LIP PEN PINK SAT#MLP-05,3.83,JODI SULLIVAN
65290,MILANI LIP PEN VIOLETS #MLP-06,3.83,JODI SULLIVAN
65292,MILANI LIP PEN BRONZE  #MLP-07,3.83,JODI SULLIVAN
65294,MILANI LIP PEN COPPER  #MLP-08,3.83,JODI SULLIVAN
65300,MILANI LIPLNR CLOSEOUT #MCG-11,5.08,JODI SULLIVAN
65301,MILANI LIPLNR CAFE STOP#MSL-12,.37,JODI SULLIVAN
65302,MILANI LIPLNR BURGUNDY #MSL-02,.34,JODI SULLIVAN
65303,MILANI LIPLNR GINGERALE#MSL-13,.37,JODI SULLIVAN
65304,MILANI LIPLNR DRK CHANT#MSL-03,.34,JODI SULLIVAN
65305,MILANI LIPLNR MOCHA SPL#MSL-14,.37,JODI SULLIVAN
65306,MILANI LIPLNR GRAPE CRS#MSL-04,5.08,JODI SULLIVAN
65307,MILANI LIPLNR NATURAL  #MSL-15,.37,JODI SULLIVAN
65308,MILANI LIPLNR CHOCOLATE#MSL-05,5.08,JODI SULLIVAN
65309,MILANI LIPLNR TAWNY TMP#MSL-16,.37,JODI SULLIVAN
65310,MILANI LIPLNR MAHOGANY #MSL-06,.34,JODI SULLIVAN
65311,MILANI LIPLNR MAUVA MIA#MSL-17,.37,JODI SULLIVAN
65312,MILANI LIPLNR MULBERRY #MSL-07,.34,JODI SULLIVAN
65314,MILANI LIPLNR PURPLE VL#MSL-08,.34,JODI SULLIVAN
65316,MILANI LIPLNR RED VELVT#MSL-09,.34,JODI SULLIVAN
65318,MILANI LIPLNR TWLGT KIS#MSL-10,5.08,JODI SULLIVAN
65319,MILANI LIPLNR SATIN ROS#MSL-19,5.08,JODI SULLIVAN
65320,MILANI LIPLNR WILDBERRY#MSL-11,5.08,JODI SULLIVAN
65321,MILANI LIPLNR BERRY CHR#MSL-18,5.08,JODI SULLIVAN
65322,MILANI MECH LIPLN PLUM #MML-01,.34,JODI SULLIVAN
65323,MILANI MECH LIPLN COCMO#MML-09,.34,JODI SULLIVAN
65324,MILANI MECH LIPLN MAGNT#MML-02,5.11,JODI SULLIVAN
65325,MILANI MECH LIPLN CRIM #MML-10,.37,JODI SULLIVAN
65326,MILANI MECH LIPLN COFFE#MML-03,.34,JODI SULLIVAN
65327,MILANI MECH LIPLN NATRL#MML-11,.34,JODI SULLIVAN
65328,MILANI MECH LIPLN CHERY#MML-04,.34,JODI SULLIVAN
65329,MILANI MECH LIPLN TIMBR#MML-12,.34,JODI SULLIVAN
65330,MILANI MECH LIPLN GRAPE#MML-05,5.11,JODI SULLIVAN
65331,MILANI MECH LIPLN AMBER#MML-13,.37,JODI SULLIVAN
65332,MILANI MECH LIPLN PINK #MML-06,5.11,JODI SULLIVAN
65334,MILANI MECH LIPLN GOLD #MML-07,5.11,JODI SULLIVAN
65336,MILANI MECH LIPLN BRONZ#MML-08,5.11,JODI SULLIVAN
65337,MILANI MECH LIPLN PINK #MML-14,.37,JODI SULLIVAN
65338,MILANI MECH LIPLN ROSE #MML-15,.37,JODI SULLIVAN
65339,MILANI MECH LIPLN STAR #MML-16,.37,JODI SULLIVAN
65340,MILANI EYELNR TRUE BLCK#MSE-01,.34,JODI SULLIVAN
65341,MILANI EYELNR ANT GREEN#MSE-13,.37,JODI SULLIVAN
65342,MILANI EYELNR BLUE BLAZ#MSE-02,5.08,JODI SULLIVAN
65344,MILANI EYELNR DARK BRWN#MSE-03,.34,JODI SULLIVAN
65346,MILANI EYELNR GREEN GLM#MSE-04,5.08,JODI SULLIVAN
65348,MILANI EYELNR GOLDN EYE#MSE-05,5.08,JODI SULLIVAN
65350,MILANI EYELNR BLUE     #MSE-06,.34,JODI SULLIVAN
65351,MILANI EYELNR BRWN BLCK#MSE-11,.37,JODI SULLIVAN
65352,MILANI EYELNR MIDNIGHT #MSE-07,5.08,JODI SULLIVAN
65353,MILANI EYELNR COCOA    #MSE-12,.37,JODI SULLIVAN
65354,MILANI EYELNR PLUM     #MSE-08,5.08,JODI SULLIVAN
65356,MILANI EYELNR SILVER   #MSE-09,5.08,JODI SULLIVAN
65358,MILANI EYELNR WHITE    #MSE-10,5.08,JODI SULLIVAN
65360,MILANI MECH EYELN BLACK#MME-01,.34,JODI SULLIVAN
65361,MILANI MECH EYELN BROWN#MME-08,.37,JODI SULLIVAN
65362,MILANI MECH EYELN ESPRS#MME-02,.34,JODI SULLIVAN
65363,MILANI MECH EYELN BRULE#MME-09,.37,JODI SULLIVAN
65364,MILANI MECH EYELN BLUE #MME-03,5.11,JODI SULLIVAN
65365,MILANI MECH EYELN BLUE #MME-10,.34,JODI SULLIVAN
65366,MILANI MECH EYELN CHARC#MME-04,5.11,JODI SULLIVAN
65368,MILANI MECH EYELN COGNC#MME-05,5.11,JODI SULLIVAN
65370,MILANI MECH EYELN VIOLT#MME-06,5.11,JODI SULLIVAN
65372,MILANI MECH EYELN EMRLD#MME-07,5.11,JODI SULLIVAN
65378,MILANI DUO SHARPENER   #MPS-01,.50,JODI SULLIVAN
65380,MILANI STK FND HONEY   #MSF-01,1.08,JODI SULLIVAN
65382,MILANI STK FND SUNNY   #MSF-02,1.08,JODI SULLIVAN
65384,MILANI STK FND HAZELNUT#MSF-03,1.08,JODI SULLIVAN
65386,MILANI STK FND SIENNA  #MSF-04,1.08,JODI SULLIVAN
65388,MILANI STK FND TROP TAN#MSF-05,1.08,JODI SULLIVAN
65390,MILANI STK FND RCH EART#MSF-06,1.08,JODI SULLIVAN
65391,MILANI EYESHD POT SKYLN#MEP-27,.75,JODI SULLIVAN
65392,MILANI EYESHD POT ROSE #MEP-28,.75,JODI SULLIVAN
65393,MILANI EYESHD POT LIME #MEP-29,.75,JODI SULLIVAN
65394,MILANI EYESHD POT MERMD#MEP-30,.75,JODI SULLIVAN
65395,MILANI EYESHD POT SAND #MEP-22,1.67,JODI SULLIVAN
65396,MILANI EYESHD POT BLUE #MEP-21,1.67,JODI SULLIVAN
65397,MILANI EYESHD POT SUN  #MEP-26,1.67,JODI SULLIVAN
65400,MILANI EYESHD GEL ALLTH#MCE-01,4.50,JODI SULLIVAN
65402,MILANI EYESHD GEL BLING#MCE-02,4.50,JODI SULLIVAN
65404,MILANI EYESHD GEL BODAC#MCE-03,4.50,JODI SULLIVAN
65406,MILANI EYESHD GEL SASSY#MCE-04,4.50,JODI SULLIVAN
65408,MILANI EYESHD GEL CHILL#MCE-05,4.50,JODI SULLIVAN
65410,MILANI EYESHD GEL GENUN#MCE-06,4.50,JODI SULLIVAN
65412,MILANI EYESHD GEL BREAL#MCE-07,4.50,JODI SULLIVAN
65414,MILANI EYESHD GEL CHICK#MCE-08,4.50,JODI SULLIVAN
65416,MILANI EYESHD GEL FLIRT#MCE-09,4.50,JODI SULLIVAN
65418,MILANI EYESHD GEL DIVA #MCE-10,4.50,JODI SULLIVAN
65420,MILANI EYESHD GEL PLAY #MCE-11,4.50,JODI SULLIVAN
65422,MILANI EYESHD GEL WINE #MCE-12,4.50,JODI SULLIVAN
65424,MILANI EYESHD GEL HOOK #MCE-13,4.50,JODI SULLIVAN
65426,MILANI EYESHD GEL MOVE #MCE-14,4.50,JODI SULLIVAN
65427,MILANI EYESHD POT DESIR#MEP-20,.75,JODI SULLIVAN
65428,MILANI EYESHD POT MERCR#MEP-19,.75,JODI SULLIVAN
65429,MILANI EYESHD POT BEAN #MEP-18,1.67,JODI SULLIVAN
65430,MILANI EYESHD POT DESRT#MEP-01,.75,JODI SULLIVAN
65431,MILANI EYESHD POT STORM#MEP-11,.75,JODI SULLIVAN
65432,MILANI EYESHD POT MIST #MEP-02,.75,JODI SULLIVAN
65433,MILANI EYESHD POT SILVR#MEP-12,.75,JODI SULLIVAN
65434,MILANI EYESHD POT ILLUS#MEP-03,.75,JODI SULLIVAN
65435,MILANI EYESHD POT MONLT#MEP-13,.75,JODI SULLIVAN
65436,MILANI EYESHD POT FLARE#MEP-04,.75,JODI SULLIVAN
65437,MILANI EYESHD POT MARON#MEP-16,.75,JODI SULLIVAN
